codigo,codigo_barras,nombre,familia,tipo_venta,precio_compra,precio_venta,id_iva,activo
AV0645,,CEPILLO DIENTES INFANTIL,CUIDADO PERSONAL,UNIDAD,4.95,5.45,2,1
AV0646,,CHAMPU SOLIDO PELO,CUIDADO PERSONAL,UNIDAD,7.35,7.35,4,1
AV0647,,CHAMPÚ ANTIPARASITARIO FASE 2,CUIDADO PERSONAL,UNIDAD,14.7,17.79,3,1
AV0648,,CONTORNO DE OJOS EL MATORRAL,CUIDADO PERSONAL,UNIDAD,9.95,10.99,2,1
AV0649,,CREMA FACIAL HIDRATANTE  EL MATORRA,CUIDADO PERSONAL,UNIDAD,10.95,12.1,2,1
AV0650,,CREMA FACIAL NOCHE PIEL SECA 70ML,CUIDADO PERSONAL,UNIDAD,19.95,20.75,1,1
AV0651,,CREMA FACIAL NUTRITIVA 70ML,CUIDADO PERSONAL,UNIDAD,19.95,20.75,1,1
AV0652,,CREMA FACIAL PIEL DELICADA 70ML,CUIDADO PERSONAL,UNIDAD,19.95,24.14,3,1
AV0653,,CREMA FACIAL PIEL MADURA 70ML,CUIDADO PERSONAL,UNIDAD,19.95,24.14,3,1
AV0654,,CREMA FACIAL PIEL MIXTA 70ML,CUIDADO PERSONAL,UNIDAD,19.95,20.75,1,1
AV0655,,DENTIFRICO ALOE SENSITIVE 100ML,CUIDADO PERSONAL,UNIDAD,8.95,10.83,3,1
AV0656,,DENTIFRICO BLANQUEADOR 100ML,CUIDADO PERSONAL,UNIDAD,8.95,10.83,3,1
AV0657,,DESODORANTE NATURAL CREMA 70 ML,CUIDADO PERSONAL,UNIDAD,15.95,16.59,1,1
AV0658,,Desodorante en crema Energía Especiada 30 ml.,CUIDADO PERSONAL,UNIDAD,12.45,15.06,3,1
AV0659,,Desodorante en crema Extra Fuerte 30 ml.,CUIDADO PERSONAL,UNIDAD,12.45,15.06,3,1
AV0660,,Desodorante en crema Floral. 30 ml.,CUIDADO PERSONAL,UNIDAD,12.45,15.06,3,1
AV0661,,Desodorante en crema Fruta Fresca. 30 ml.,CUIDADO PERSONAL,UNIDAD,12.45,15.06,3,1
AV0662,,Desodorante en crema Pieles Sensibles 30 ml.,CUIDADO PERSONAL,UNIDAD,12.45,15.06,3,1
AV0663,,ESPONJA LUFA 25 CM ARTESANAL,CUIDADO PERSONAL,UNIDAD,6.5,6.76,1,1
AV0664,,ESPONJA LUFA PLATOS,CUIDADO PERSONAL,UNIDAD,3.95,4.78,3,1
AV0665,,ESPONJA MARINA Baño Honey Comb Natural,CUIDADO PERSONAL,UNIDAD,9.95,10.35,1,1
AV0666,,ESPONJA MARINA Facial Blanqueada,CUIDADO PERSONAL,UNIDAD,5.95,6.19,1,1
AV0667,,GEL ALOE VERA BIO,CUIDADO PERSONAL,UNIDAD,12.95,14.25,2,1
AV0668,,GEL CHAMPU ARBOL DEL TE,CUIDADO PERSONAL,UNIDAD,12.95,15.67,3,1
AV0669,,GEL DE BAÑO 1 LITRO,CUIDADO PERSONAL,PESO,5.95,7.2,3,1
AV0670,,HILO DENTAL SEDA NATURAL 30 MT,CUIDADO PERSONAL,UNIDAD,5.75,6.96,3,1
AV0671,,JABON ARCILLA VERDE ARTESANO,CUIDADO PERSONAL,UNIDAD,6.6,6.6,4,1
AV0672,,JABON CALENDULA MANZANILLA ARTESANO,CUIDADO PERSONAL,UNIDAD,6.6,6.6,4,1
AV0673,,JABON FACIAL PIEL GRASA EL MATORRAL,CUIDADO PERSONAL,UNIDAD,3.3,3.3,4,1
AV0674,,JALEA REAL EL MATORRAL,CUIDADO PERSONAL,UNIDAD,8.95,9.89,2,1
AV0675,,LABIAL AGUACATE Y POMELO,CUIDADO PERSONAL,UNIDAD,7.95,8.27,1,1
AV0676,,LABIAL CACAO Y ALMENDRAS,CUIDADO PERSONAL,UNIDAD,7.95,8.27,1,1
AV0677,,LOCION CORPORAL PEPITA UVA Y JOJOBA,CUIDADO PERSONAL,UNIDAD,19.95,20.75,1,1
AV0678,,LOCIÓN SPRAY ANTIPARASITARIA FASE 3,CUIDADO PERSONAL,UNIDAD,14.2,17.18,3,1
AV0679,,PAPEL COCINA TRES ROLLOS,CUIDADO PERSONAL,UNIDAD,4.95,5.99,3,1
AV0680,,PAPEL HIGIENICO DOBLE CAPA 6 ROLLOS,CUIDADO PERSONAL,UNIDAD,3.95,4.78,3,1
AV0681,,PASTA DE DIENTES GRANDE,CUIDADO PERSONAL,UNIDAD,13.95,14.51,1,1
AV0682,,PASTA DE DIENTES PEQUEÑA,CUIDADO PERSONAL,UNIDAD,8.95,9.31,1,1
AV0683,,PAÑUELOS BOLSILLO 10 PAQUETES,CUIDADO PERSONAL,UNIDAD,1.6,1.76,2,1
AV0684,,PAÑUELOS FACIALES 150 UND,CUIDADO PERSONAL,UNIDAD,1.95,2.36,3,1
AV0685,,PROPOLEO EL MATORRAL 30 ML,CUIDADO PERSONAL,UNIDAD,9.95,10.99,2,1
AV0686,,RECAMBIOS HILO DENTAL 2 ROLLOS,CUIDADO PERSONAL,UNIDAD,7.3,8.83,3,1
AV0687,,SACO TERMICO CUELLO,CUIDADO PERSONAL,UNIDAD,8.25,8.25,4,1
AV0688,,SACO TERMICO LUMBAR GRANDE,CUIDADO PERSONAL,UNIDAD,8.95,8.95,4,1
AV0689,,SACO TERMICO LUMBAR PEQUEÑO,CUIDADO PERSONAL,UNIDAD,6.95,6.95,4,1
AV0690,,SACO TERMICO OJOS,CUIDADO PERSONAL,UNIDAD,3.95,3.95,4,1
AV0691,,ABRILLANTADOR LAVAVAJILLAS BIOBEL,HOGAR,UNIDAD,6.95,8.41,3,1
AV0692,,ANTICAL CON VINAGRE 1000ML,HOGAR,UNIDAD,3.75,4.54,3,1
AV0693,,BLANQUEADOR ROPA 1 KG,HOGAR,PESO,8.95,10.83,3,1
AV0694,,BOLSA KRAFT ASA,HOGAR,UNIDAD,0.51,0.56,2,1
AV0695,,BOLSA KRAFT PEQUEÑA,HOGAR,UNIDAD,0.05,0.06,2,1
AV0696,,BOLSA PLASTICO,HOGAR,UNIDAD,0.06,0.07,2,1
AV0697,,"BOTELLA CRISTAL OM WATER 1,23L",HOGAR,UNIDAD,17.95,21.72,3,1
AV0698,,DESENGRASANTE POMELO 750ML,HOGAR,UNIDAD,3.4,4.11,3,1
AV0699,,"DETERGENTE LAVADORA BOTELLA 1,5 LITROS",HOGAR,PESO,10.95,13.25,3,1
AV0700,,DETERGENTE LAVADORA LITRO,HOGAR,PESO,4.95,5.99,3,1
AV0701,,"DETERGENTE LAVADORA PIELES SENSIBLES 1,5L",HOGAR,UNIDAD,9.95,12.04,3,1
AV0702,,DETERGENTE LAVAVAJILLAS LITRO,HOGAR,PESO,5.95,7.2,3,1
AV0703,,GEL LAVAVAJILLAS AUTOMATICO 1 LITRO,HOGAR,PESO,9.2,11.13,3,1
AV0704,,GEL WC LAVANDA 500ML,HOGAR,UNIDAD,3.95,4.78,3,1
AV0705,,JABÓN QUITAMANCHAS ECO 750 ML,HOGAR,UNIDAD,4.95,5.99,3,1
AV0706,,LAVAVAJILLAS BOTELLA 1 LITRO,HOGAR,PESO,6.95,8.41,3,1
AV0707,,LIMPIACRISTALES 750 ML SPRAY,HOGAR,UNIDAD,3.95,4.78,3,1
AV0708,,LIMPIAHOGAR MULTIUSOS GRANEL LITRO,HOGAR,PESO,5.95,7.2,3,1
AV0709,,MOLINILLO ACRILICO 14 CM,HOGAR,UNIDAD,9.95,10.95,2,1
AV0710,,MOLINILLO MADERA 17 CM,HOGAR,UNIDAD,8.95,9.85,2,1
AV0711,,PASTILLAS LAVAVAJILLAS AUTO 50 UND,HOGAR,UNIDAD,15.95,19.3,3,1
AV0712,,SAL LAVAVAJILLAS AUT 2 KG,HOGAR,PESO,5.95,6.55,2,1
AV0713,,SERVICIO A DOMICILIO,HOGAR,UNIDAD,5.0,5.0,4,1
AV0714,,SUAVIZANTE ROPA FLOR ALGODON 750ml,HOGAR,UNIDAD,2.95,3.57,3,1
AV0715,,VINAGRE LIMPIEZA 1000ML,HOGAR,UNIDAD,3.5,4.24,3,1
